location_id,zone,borough,centroid_x,centroid_y
52,Cobble Hill,Brooklyn,-73.99623989621612,40.68651995745938
53,College Point,Queens,-73.85964420403228,40.7851125024082
54,Columbia Street,Brooklyn,-74.00498561531474,40.68863277624171
55,Coney Island,Brooklyn,-73.98796813993853,40.57539051485908
56,Corona,Queens,-73.85660822876817,40.74079142991454
56,Corona,Queens,-73.85332960840731,40.75209299462954
58,Country Club,Bronx,-73.81521471028854,40.84398817490871
59,Crotona Park,Bronx,-73.89505101724278,40.837955176214194
60,Crotona Park East,Bronx,-73.88343061378565,40.83526766081114
61,Crown Heights North,Brooklyn,-73.93557955031052,40.675122779212025
62,Crown Heights South,Brooklyn,-73.9463289500483,40.66621642791928
63,Cypress Hills,Brooklyn,-73.88457263684566,40.68095094960098
64,Douglaston,Queens,-73.74863380292759,40.762635629043594
65,Downtown Brooklyn/MetroTech,Brooklyn,-73.98523801364169,40.69587050154471
72,East Flatbush/Remsen Village,Brooklyn,-73.92148188772553,40.652594021955636
66,DUMBO/Vinegar Hill,Brooklyn,-73.98768663646355,40.703132732532914
67,Dyker Heights,Brooklyn,-74.01504208243958,40.61743321146543
68,East Chelsea,Manhattan,-74.00055338001444,40.748250554159334
73,East Flushing,Queens,-73.80716879030098,40.75294515008594
69,East Concourse/Concourse Village,Bronx,-73.91513134072308,40.83058287371743
70,East Elmhurst,Queens,-73.86587099635447,40.7632734396999
71,East Flatbush/Farragut,Brooklyn,-73.93595734017637,40.64276010509795
79,East Village,Manhattan,-73.98648683022024,40.72675919871179
80,East Williamsburg,Brooklyn,-73.93082203589742,40.71505083727548
74,East Harlem North,Manhattan,-73.92851721501464,40.80078006704602
85,Erasmus,Brooklyn,-73.9518879948301,40.64579709637726
86,Far Rockaway,Queens,-73.75755779860958,40.60271690157603
75,East Harlem South,Manhattan,-73.94187928469458,40.78825569068814
76,East New York,Brooklyn,-73.8755373169671,40.65481957240651
77,East New York/Pennsylvania Avenue,Brooklyn,-73.8948845429896,40.667111266082394
78,East Tremont,Bronx,-73.88120190706479,40.843782843908016
81,Eastchester,Bronx,-73.83102438063446,40.88165589514084
87,Financial District North,Manhattan,-74.00555030731742,40.704632069846596
82,Elmhurst,Queens,-73.87952011564641,40.737206099073184
83,Elmhurst/Maspeth,Queens,-73.89288058490206,40.737891311667994
84,Eltingville/Annadale/Prince's Bay,Staten Island,-74.19254830736539,40.5205240092086
88,Financial District South,Manhattan,-74.01181057800495,40.70127262275775
89,Flatbush/Ditmas Park,Brooklyn,-73.96209894515745,40.63698149986977
90,Flatiron,Manhattan,-73.99678865343326,40.74218874363324
125,Hudson Sq,Manhattan,-74.00891583848473,40.72575992769986
91,Flatlands,Brooklyn,-73.92937829673706,40.62812101710276
92,Flushing,Queens,-73.8276620685416,40.76028120270716
93,Flushing Meadows-Corona Park,Queens,-73.84589608690189,40.7475193542386
94,Fordham South,Bronx,-73.89892588398604,40.85868919311104
95,Forest Hills,Queens,-73.84478828390044,40.72127900116013
96,Forest Park/Highland Park,Queens,-73.86420961517386,40.69980487998142
97,Fort Greene,Brooklyn,-73.97761243126776,40.69157651433026
98,Fresh Meadows,Queens,-73.77490131094916,40.73196585385928
99,Freshkills Park,Staten Island,-74.20318115230641,40.56822867204138
100,Garment District,Manhattan,-73.98871599355992,40.75338644003991
101,Glen Oaks,Queens,-73.71560713472552,40.74649686377888
102,Glendale,Queens,-73.87706507814808,40.7018023200678
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,-74.04577206414315,40.690330527725614
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,-74.04058459648623,40.69948902725996
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,-74.0169586307648,40.690010651880876
106,Gowanus,Brooklyn,-73.99187384175546,40.67382309206656
107,Gramercy,Manhattan,-73.98426922264278,40.73670614808919
108,Gravesend,Brooklyn,-73.98862023769573,40.586562108828076
109,Great Kills,Staten Island,-74.14351665280611,40.543050553209525
110,Great Kills Park,Staten Island,-74.12998068179232,40.540365552552764
111,Green-Wood Cemetery,Brooklyn,-73.99066289428563,40.653079177857045
112,Greenpoint,Brooklyn,-73.95632438416925,40.72934042033693
113,Greenwich Village North,Manhattan,-73.99420245699989,40.73190725302693
114,Greenwich Village South,Manhattan,-73.99696399176183,40.727634697071345
115,Grymes Hill/Clifton,Staten Island,-74.08447422989715,40.61892170080833
116,Hamilton Heights,Manhattan,-73.95072730174479,40.827919961007574
117,Hammels/Arverne,Queens,-73.7913161867077,40.59682815827483
118,Heartland Village/Todt Hill,Staten Island,-74.12842852830563,40.5885485022425
119,Highbridge,Bronx,-73.92626403765132,40.83793777073582
120,Highbridge Park,Manhattan,-73.93132296251537,40.84486112583495
149,Madison,Brooklyn,-73.94644375217577,40.605565242010876
150,Manhattan Beach,Brooklyn,-73.94123010827566,40.58124707174358
121,Hillcrest/Pomonok,Queens,-73.80535975342914,40.72835742080354
122,Hollis,Queens,-73.76402059250488,40.710434105188014
123,Homecrest,Brooklyn,-73.96472989029621,40.59826462781473
124,Howard Beach,Queens,-73.85099642131365,40.654135445745354
126,Hunts Point,Bronx,-73.88912911814516,40.80736387590047
127,Inwood,Manhattan,-73.91961479740726,40.85953989760499
128,Inwood Hill Park,Manhattan,-73.9224837030466,40.876727007521346
129,Jackson Heights,Queens,-73.88718209194262,40.75947494033324
134,Kew Gardens,Queens,-73.83162045185864,40.70855464641296
151,Manhattan Valley,Manhattan,-73.97100993152024,40.7993770621872
130,Jamaica,Queens,-73.79052743458277,40.706137874803616
139,Laurelton,Queens,-73.74506711581958,40.676718228508115
131,Jamaica Estates,Queens,-73.77782421038718,40.71954553290466
132,JFK Airport,Queens,-73.75624035803072,40.63812113501789
133,Kensington,Brooklyn,-73.97651004580256,40.64073359643413
140,Lenox Hill East,Manhattan,-73.95571997200136,40.76390679108292
135,Kew Gardens Hills,Queens,-73.82087673493646,40.72787583881263
136,Kingsbridge Heights,Bronx,-73.90776106862906,40.86512432789065
137,Kips Bay,Manhattan,-73.97382133463047,40.737884681111716
141,Lenox Hill West,Manhattan,-73.96011264961102,40.765619987314714
142,Lincoln Square East,Manhattan,-73.98229597835798,40.77131375940732
152,Manhattanville,Manhattan,-73.95613224835144,40.819640190628526
138,LaGuardia Airport,Queens,-73.87818911930803,40.778683435466085
143,Lincoln Square West,Manhattan,-73.99006535672832,40.77639415945142
144,Little Italy/NoLiTa,Manhattan,-73.99667510082044,40.72097021682043
145,Long Island City/Hunters Point,Queens,-73.9548810003067,40.7425155708542
146,Long Island City/Queens Plaza,Queens,-73.93579074172052,40.753119915941085
147,Longwood,Bronx,-73.89856557768645,40.81974319807455
148,Lower East Side,Manhattan,-73.99121829709992,40.71826706967135
153,Marble Hill,Manhattan,-73.91181743207267,40.87456934756944
154,Marine Park/Floyd Bennett Field,Brooklyn,-73.91596815659648,40.59218507505957
155,Marine Park/Mill Basin,Brooklyn,-73.90199773984635,40.61324888898371
156,Mariners Harbor,Staten Island,-74.16690539043715,40.6416621201049
159,Melrose South,Bronx,-73.91345145068446,40.819890777201245
157,Maspeth,Queens,-73.90391721148781,40.72350304757724
158,Meatpacking/West Village West,Manhattan,-74.01048596077104,40.73689618882252
160,Middle Village,Queens,-73.88297626085782,40.71934478745253
161,Midtown Center,Manhattan,-73.97734956618415,40.757752716131506
162,Midtown East,Manhattan,-73.97262465557134,40.756517096203986
163,Midtown North,Manhattan,-73.9787569469772,40.76556053479537
164,Midtown South,Manhattan,-73.98474777346333,40.74853196343893
170,Murray Hill,Manhattan,-73.97830323301744,40.747472556701666
165,Midwood,Brooklyn,-73.95822171558687,40.62171533036947
166,Morningside Heights,Manhattan,-73.9636125203845,40.810671030378124
167,Morrisania/Melrose,Bronx,-73.90502042853323,40.82566879911504
178,Ocean Parkway South,Brooklyn,-73.97150439948601,40.61784697466657
168,Mott Haven/Port Morris,Bronx,-73.90324577854359,40.80048800135745
169,Mount Hope,Bronx,-73.90635890451844,40.84814861093819
171,Murray Hill-Queens,Queens,-73.80758324504947,40.768050651289165
172,New Dorp/Midland Beach,Staten Island,-74.10462648201356,40.5688969556562
173,North Corona,Queens,-73.86145876862659,40.75417939234658
174,Norwood,Bronx,-73.88201558324992,40.87866465781809
175,Oakland Gardens,Queens,-73.75525834025697,40.74364593168266
179,Old Astoria,Queens,-73.93012305797602,40.772395102261086
176,Oakwood,Staten Island,-74.12135895690838,40.56455419509825
177,Ocean Hill,Brooklyn,-73.91202939695621,40.677068211293644
180,Ozone Park,Queens,-73.84852847556859,40.67630724147049
181,Park Slope,Brooklyn,-73.98067035444839,40.67074530695748
182,Parkchester,Bronx,-73.85863371434993,40.83709465826657
183,Pelham Bay,Bronx,-73.83110403455547,40.84936888565269
184,Pelham Bay Park,Bronx,-73.78211492262396,40.86720104118668
185,Pelham Parkway,Bronx,-73.85295520236144,40.854369758123
186,Penn Station/Madison Sq West,Manhattan,-73.99199923695822,40.74858480358325
189,Prospect Heights,Brooklyn,-73.96813104653077,40.67670843935793
190,Prospect Park,Brooklyn,-73.97256948695825,40.661061138051195
187,Port Richmond,Staten Island,-74.12441651858946,40.64011225155275
188,Prospect-Lefferts Gardens,Brooklyn,-73.9480913530336,40.65874201122463
191,Queens Village,Queens,-73.74242883808012,40.716929521619335
192,Queensboro Hill,Queens,-73.81465247430954,40.74406129735978
193,Queensbridge/Ravenswood,Queens,-73.93909312925491,40.76274259483616
194,Randalls Island,Manhattan,-73.92573914151377,40.79182861039341
196,Rego Park,Queens,-73.86395836116249,40.72617053246332
195,Red Hook,Brooklyn,-74.01303185738682,40.67444683810141
203,Rosedale,Queens,-73.74492430236542,40.6440908840353
197,Richmond Hill,Queens,-73.82909581332206,40.695485450758305
198,Ridgewood,Queens,-73.9041678978622,40.70735961699393
199,Rikers Island,Bronx,-73.88068296554155,40.793489267559615
212,Soundview/Bruckner,Bronx,-73.86816614097555,40.82796669213
213,Soundview/Castle Hill,Bronx,-73.84604707684642,40.818231505729486
200,Riverdale/North Riverdale/Fieldston,Bronx,-73.90818464748966,40.8989488341632
204,Rossville/Woodrow,Staten Island,-74.2088459533494,40.53992337053872
201,Rockaway Park,Queens,-73.83824585815488,40.57875329234348
202,Roosevelt Island,Manhattan,-73.95021026144616,40.76176295207693
205,Saint Albans,Queens,-73.76427255413257,40.69287531816105
206,Saint George/New Brighton,Staten Island,-74.0999403212691,40.64055721778457
207,Saint Michaels Cemetery/Woodside,Queens,-73.89765319869635,40.76376514860704
208,Schuylerville/Edgewater Park,Bronx,-73.8310289986949,40.830124261561735
209,Seaport,Manhattan,-74.00226657374267,40.708273002115355
210,Sheepshead Bay,Brooklyn,-73.93013717269702,40.5900037711289
211,SoHo,Manhattan,-74.00219049199994,40.7235112873076
214,South Beach/Dongan Hills,Staten Island,-74.07929472400534,40.58392472989539
215,South Jamaica,Queens,-73.7920721209473,40.69474293071043
216,South Ozone Park,Queens,-73.81713132159457,40.67647600023638
217,South Williamsburg,Brooklyn,-73.95803772593744,40.704056796537415
218,Springfield Gardens North,Queens,-73.77276119912626,40.67293090829466
219,Springfield Gardens South,Queens,-73.77040398540944,40.661961047533225
225,Stuyvesant Heights,Brooklyn,-73.93046973359647,40.68873732053206
220,Spuyten Duyvil/Kingsbridge,Bronx,-73.9120494648936,40.88229527421792
224,Stuy Town/Peter Cooper Village,Manhattan,-73.97432494659836,40.73162175627518
226,Sunnyside,Queens,-73.92583673387934,40.7269999517341
221,Stapleton,Staten Island,-74.07219202846689,40.62045813852951
222,Starrett City,Brooklyn,-73.88594887567128,40.6457561784703
223,Steinway,Queens,-73.89569965177398,40.782078492613536
227,Sunset Park East,Brooklyn,-74.00686328972992,40.63975193057991
228,Sunset Park West,Brooklyn,-74.0119474835768,40.65547842971836
229,Sutton Place/Turtle Bay North,Manhattan,-73.96428391749836,40.75578433963389
230,Times Sq/Theatre District,Manhattan,-73.98431328446868,40.75960675437493
231,TriBeCa/Civic Center,Manhattan,-74.00988012165361,40.71884791267151
239,Upper West Side South,Manhattan,-73.98317024389998,40.78479094272763
232,Two Bridges/Seward Park,Manhattan,-73.98295429854691,40.713593866942
233,UN/Turtle Bay South,Manhattan,-73.96718218257266,40.74645601272847
234,Union Sq,Manhattan,-73.99013084814274,40.73930962587746
235,University Heights/Morris Heights,Bronx,-73.91715837221277,40.85413220003511
236,Upper East Side North,Manhattan,-73.95713832046145,40.78026297126913
237,Upper East Side South,Manhattan,-73.96566603151011,40.768456095306036
238,Upper West Side North,Manhattan,-73.97406636327197,40.79238761227657
240,Van Cortlandt Park,Bronx,-73.87908464525641,40.89079994223442
241,Van Cortlandt Village,Bronx,-73.89597174141073,40.8753425177286
258,Woodhaven,Queens,-73.8547316409158,40.68764043950458
242,Van Nest/Morris Park,Bronx,-73.84922971365067,40.848513949686435
245,West Brighton,Staten Island,-74.10379674803772,40.63234667885525
263,Yorkville West,Manhattan,-73.95019865397909,40.77901985064576
243,Washington Heights North,Manhattan,-73.93751947033391,40.85737312681301
244,Washington Heights South,Manhattan,-73.94325607354216,40.84284998700479
253,Willets Point,Queens,-73.84220212215655,40.762045302849465
246,West Chelsea/Hudson Yards,Manhattan,-74.00811097157023,40.75010482577549
247,West Concourse,Bronx,-73.92407632073248,40.830233394475115
248,West Farms/Bronx River,Bronx,-73.87366158191142,40.83486171692912
249,West Village,Manhattan,-74.00308130090468,40.73381070285705
257,Windsor Terrace,Brooklyn,-73.97842658619118,40.656034146973816
250,Westchester Village/Unionport,Bronx,-73.84496166598413,40.834344459303914
251,Westerleigh,Staten Island,-74.12607421786721,40.616502746421695
252,Whitestone,Queens,-73.81498804996954,40.79509713890858
254,Williamsbridge/Olinville,Bronx,-73.85905547067351,40.88239282715963
255,Williamsburg (North Side),Brooklyn,-73.96167244815561,40.71965141116873
256,Williamsburg (South Side),Brooklyn,-73.96294028477239,40.71073579169563
259,Woodlawn/Wakefield,Bronx,-73.85363505790906,40.900107387748804
260,Woodside,Queens,-73.90590742873157,40.746438543566065
261,World Trade Center,Manhattan,-74.01398316194279,40.70745550442849
262,Yorkville East,Manhattan,-73.94191363332249,40.77903913536544
